Contract_ID,Application_ID,Loan_Type,Contract_Start_Date,Expected_Contract_End_Date,Loan_Term,Total_Loan_Amount,Outstanding Amount_max,Outstanding Amount_mean,Outstanding Amount_last,Due Amount_max,Due Amount_mean,Number of Days Past Due_max,Number of Days Past Due_mean,Number of Days Past Due_count,Loan_Default,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents,CRB Score,CRB Grade,Average Balance,Overdraft Limit,Net_Cashflow,Liquidity_Ratio,Has_Bounced_Cheques
CONT100819,C302105267,Unsecured Personal Loan,2018-09-09,2024-09-09,72.0,82367.69,82367.69,78235.55272727272,74019.44,0.0,0.0,0.0,0.0,11.0,0,2018-07-29,Approved,49.0,Unmarried,Male,Own,Professional,Civil Service,Full-Time,182.0,3.0,Debt Consolidation,4025.89,True,0,0,0,0,4025.89,8.300749644858808,182.0,0,Established,1,667.0,B,1150.9975,0.0,143.74666666666664,2.1716656655361826,0
CONT100820,C302105001,Unsecured Personal Loan,2018-08-15,2024-08-15,72.0,84046.57,84046.57,79872.85583333333,76420.3,1239.3,204.0483333333333,17.0,5.583333333333333,12.0,0,2018-07-15,Customer Cancellation,30.0,Married,Male,Family,Officer,Civil Service,Full-Time,122.0,0.0,Debt Consolidation,3648.44,True,0,0,0,0,3648.44,8.202329010148237,122.0,0,Emerging,0,621.0,C,336.1090625,0.0,-12.833833333333327,3.8732310244064707,0
CONT100821,C302106316,Unsecured Personal Loan,2018-12-12,2021-12-12,36.0,6169.24,6169.24,5620.7225,5117.4,0.0,0.0,0.0,0.0,8.0,0,2018-12-03,Approved,23.0,Unmarried,Female,Rent,Clerical Support Worker,Business Process Outsourcing,Full-Time,4.0,1.0,Other,1280.19,False,0,0,0,0,1280.19,7.155544612521901,4.0,0,Young,1,,,250.765,0.0,5.220277777777772,2.347089846800282,0
CONT100822,C302104930,Unsecured Personal Loan,2018-08-09,2022-08-09,48.0,61541.62,61541.62,55363.36833333334,51252.36,2572.59,460.2325,54.0,10.166666666666666,12.0,0,2018-07-29,Approved,29.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,104.0,1.0,Debt Consolidation,3774.29,False,0,0,0,0,3774.29,8.236232479924581,104.0,0,Emerging,1,585.0,D,703.4522222222222,0.0,-0.8068000000001327,5.26227293171832,0
CONT100823,C302104849,Unsecured Personal Loan,2018-07-30,2023-07-30,60.0,9907.06,9907.06,9211.63076923077,8430.2,260.61,40.09384615384616,2.0,0.2307692307692307,13.0,0,2018-07-18,Approved,27.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,26.0,1.0,Other,2663.63,True,0,0,0,0,2663.63,7.887820490188244,26.0,0,Emerging,1,,,374.4584375,0.0,-17.74290322580645,1.5617368640370664,0
CONT100824,C302104826,Unsecured Personal Loan,2018-07-29,2024-07-29,72.0,56671.68,56671.68,53358.80230769231,49827.43,0.0,0.0,0.0,0.0,13.0,0,2018-07-22,Approved,21.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,19.0,0.0,Debt Consolidation,3074.39,True,0,0,0,0,3074.39,8.031187001466758,19.0,0,Young,0,600.0,D,1134.8118749999999,0.0,60.93806451612909,6.2126794087330355,0
CONT100825,C302105007,Unsecured Personal Loan,2018-08-16,2022-02-27,42.0,12571.14,12571.14,10962.5875,9231.56,0.0,0.0,0.0,0.0,12.0,0,2018-08-05,Approved,58.0,Married,Male,Own,Officer,Professional & Other Services,Full-Time,246.0,0.0,Home Improvement,3282.53,False,0,0,0,0,3282.53,8.09667434218134,246.0,0,Senior,0,675.0,B,459.15500000000003,0.0,14.890967741935514,1.1646762217272086,0
CONT100826,C302105086,Unsecured Personal Loan,2018-08-23,2024-08-23,72.0,16143.94,16143.94,15333.256666666666,14478.92,0.0,0.0,0.0,0.0,12.0,0,2018-07-15,Approved,31.0,Unmarried,Male,Family,Officer,Manufacturing,Full-Time,118.0,0.0,Other,2018.35,False,0,0,0,0,2018.35,7.610530956434038,118.0,0,Emerging,0,,,134.79359375,0.0,6.8415254237288,1.0539363380148412,0
CONT100827,C302104912,Unsecured Personal Loan,2018-08-08,2022-08-28,48.0,14790.39,14790.39,13727.058333333334,12422.3,0.0,0.0,0.0,0.0,12.0,0,2018-07-15,Approved,36.0,Unmarried,Female,Family,Employee,Education,Part-Time,72.0,0.0,Home Improvement,1212.54,False,0,0,0,0,1212.54,7.1012969871285545,72.0,0,Established,0,,,1044.6725,0.0,44.4196666666667,1.1921396133508297,0
CONT100828,C302104715,Unsecured Personal Loan,2018-07-18,2024-07-30,72.0,27270.72,27270.72,25934.724615384614,24383.35,1176.72,360.7807692307692,32.0,7.076923076923077,13.0,0,2018-07-10,Approved,43.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,202.0,1.0,Debt Consolidation,2046.28,True,0,0,0,0,2046.28,7.624267361846814,202.0,0,Established,1,588.0,D,358.2634375,0.0,21.808064516129054,7.296276195953129,0
CONT100829,C302105201,Unsecured Personal Loan,2018-09-03,2024-09-03,72.0,87628.0,87628.0,83232.46545454545,78747.22,0.0,0.0,0.0,0.0,11.0,0,2018-08-20,Approved,29.0,Unmarried,Male,Rent,Armed Forces Occupation,Civil Service,Unknown,84.0,0.0,Other,3750.15,True,0,0,0,0,3750.15,8.229817738618513,84.0,0,Emerging,0,600.0,D,765.3208571428571,0.0,25.84343750000002,4.282004441831884,0
CONT100830,C302104904,Unsecured Personal Loan,2018-08-07,2024-08-07,72.0,89031.84,89031.84,84504.9575,80928.18,1705.93,142.16083333333333,25.0,2.083333333333333,12.0,0,2018-07-10,Approved,37.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,111.0,0.0,Other,4043.04,True,0,0,0,0,4043.04,8.304999471288278,111.0,0,Established,0,250.0,E,830.7359375,0.0,133.92166666666674,3.1065662538235856,0
CONT100831,C302104880,Unsecured Personal Loan,2018-08-05,2024-08-05,72.0,39854.07,39854.07,37789.964166666665,35621.13,0.0,0.0,0.0,0.0,12.0,0,2018-07-19,Approved,40.0,Unmarried,Male,Family,Clerical Support Worker,Civil Service,Full-Time,69.0,1.0,Debt Consolidation,3402.41,True,0,0,0,0,3402.41,8.132533149171252,69.0,0,Established,1,657.0,B,848.060625,0.0,106.17633333333313,1.4795668304075473,0
CONT100832,C302104964,Unsecured Personal Loan,2018-08-13,2024-08-13,72.0,29567.83,29567.83,28547.189166666667,27448.07,2536.72,1320.0325,95.0,44.16666666666666,12.0,1,2018-07-25,Approved,22.0,Unmarried,Female,Own,Officer,Civil Service,Full-Time,37.0,1.0,Debt Consolidation,1589.97,True,0,0,0,0,1589.97,7.372099172094641,37.0,0,Young,1,623.0,C,143.37115384615385,0.0,1.0575999999998735,8.261091940495799,0
CONT100833,C302105261,Unsecured Personal Loan,2018-09-09,2022-09-09,48.0,83812.19,83812.19,76542.41909090908,68987.41,2344.29,230.5681818181818,23.0,4.090909090909091,11.0,0,2018-08-20,Customer Cancellation,39.0,Unmarried,Male,Own,Professional,Civil Service,Full-Time,192.0,2.0,Debt Consolidation,4777.65,True,0,0,0,0,4777.65,8.471913358817305,192.0,0,Established,1,250.0,E,435.7927272727273,0.0,95.63033333333331,2.2831719038886757,0
CONT100834,C302104917,Unsecured Personal Loan,2018-08-08,2024-08-08,72.0,15353.41,15353.41,14520.528333333334,13649.38,0.0,0.0,0.0,0.0,12.0,0,2018-07-12,Approved,25.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,12.0,0.0,Home Improvement,3016.91,True,0,0,0,0,3016.91,8.012319817809578,12.0,0,Emerging,0,,,342.5748936170213,0.0,28.097111111111108,2.612611062763342,0
CONT100835,C302105000,Unsecured Personal Loan,2018-08-15,2022-08-28,48.0,17334.72,17334.72,15938.0125,15017.16,1601.08,264.2708333333333,65.0,8.5,12.0,0,2018-08-07,Approved,33.0,Unmarried,Male,Rent,Officer,Transportation & Communication,Full-Time,35.0,0.0,Other,3517.0,False,0,0,0,0,3517.0,8.165647925297502,35.0,0,Emerging,0,641.0,C,245.8193023255814,0.0,-16.855250000000016,1.6767022626740204,0
CONT100836,C302104931,Unsecured Personal Loan,2018-08-09,2023-08-28,60.0,15832.54,15832.54,14753.4875,13620.59,0.0,0.0,0.0,0.0,12.0,0,2018-07-11,Approved,64.0,Married,Male,Own,Officer,Other,Full-Time,402.0,1.0,Debt Consolidation,6062.65,False,0,0,0,0,6062.65,8.710067207978378,402.0,0,Senior,1,999.0,X,1784.5600000000002,0.0,90.10666666666665,1.7780643523480786,0
CONT100837,C302106347,Unsecured Personal Loan,2018-12-17,2021-12-28,36.0,8595.9,8595.9,8280.62375,8191.0,1880.68,769.80375,157.0,60.125,8.0,1,2018-12-04,Approved,21.0,Other,Male,Family,Officer,Private Security Services,Contract,18.0,0.0,Other,981.38,False,0,0,0,0,981.38,6.889978198879456,18.0,0,Young,0,,,57.76244444444444,0.0,2.4662790697674413,2.7405783811894047,0
CONT100838,C302104866,Unsecured Personal Loan,2018-08-02,2024-08-02,72.0,39611.35,39611.35,37668.5925,35550.93,237.7,41.5825,30.0,7.416666666666667,12.0,0,2018-07-14,Approved,23.0,Unmarried,Male,Family,Technician and Associate Professional,Retailing,Full-Time,26.0,0.0,Debt Consolidation,2192.26,False,0,0,0,0,2192.26,7.693144300441847,26.0,0,Young,0,589.0,D,2082.38625,0.0,121.4023333333334,2.3599880827159376,0
CONT100839,C302105265,Unsecured Personal Loan,2018-09-09,2022-09-09,48.0,9893.55,9893.55,9038.087272727273,8161.03,0.0,0.0,0.0,0.0,11.0,0,2018-08-13,Approved,26.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,61.0,0.0,Home Improvement,3537.72,True,0,0,0,0,3537.72,8.17152035882041,61.0,0,Emerging,0,606.0,D,242.31439999999998,0.0,22.563111111111123,1.1577109815493425,0
CONT100840,C302105400,Unsecured Personal Loan,2018-09-17,2024-09-17,72.0,14874.94,14874.94,5578.487272727273,1691.65,1541.5,549.2527272727274,137.0,42.54545454545455,11.0,1,2018-08-15,Approved,43.0,Unmarried,Male,Rent,Clerical Support Worker,Unknown,Full-Time,86.0,2.0,Education,1547.48,False,0,0,1,0,1547.48,7.345029083604953,86.0,0,Established,1,,,202.67830508474577,0.0,0.18363636363636612,1.6111147895937508,0
CONT100841,C302105520,Unsecured Personal Loan,2018-09-26,2022-09-26,48.0,19787.1,19787.1,18221.37545454545,16394.33,890.13,161.76454545454544,36.0,4.363636363636363,11.0,0,2018-08-30,Approved,25.0,Unmarried,Female,Rent,Semi-Professional,Education,Contract,38.0,1.0,Home Improvement,1373.56,False,0,0,0,0,1373.56,7.225888958889746,38.0,0,Emerging,1,,,147.2345,0.0,-16.645135135135142,1.6514581265936927,0
CONT100842,C302104738,Unsecured Personal Loan,2018-07-19,2023-07-19,60.0,11606.1,12218.31,11382.719230769231,10478.87,0.0,0.0,0.0,0.0,13.0,0,2018-07-08,Approved,32.0,Unmarried,Female,Family,Clerical Support Worker,Other,Full-Time,90.0,0.0,Medical,1763.53,True,0,0,0,0,1763.53,7.475639644954357,90.0,0,Emerging,0,,,333.9533333333333,0.0,8.030000000000028,1.3776465438947663,0
CONT100843,C302105203,Unsecured Personal Loan,2018-09-03,2024-09-03,72.0,88211.47,88211.47,84021.66727272727,80988.37,0.0,0.0,0.0,0.0,11.0,0,2018-08-02,Approved,36.0,Unmarried,Female,Own,Officer,Civil Service,Full-Time,190.0,4.0,Debt Consolidation,4522.72,False,0,0,0,0,4522.72,8.417089943189756,190.0,0,Established,1,601.0,D,1552.869705882353,0.0,214.15064516129027,4.200751683658917,0
CONT100844,C302104757,Unsecured Personal Loan,2018-07-22,2024-07-30,72.0,78689.24,78689.24,74654.75923076922,70092.71,2336.34,895.0838461538461,33.0,6.153846153846154,13.0,0,2018-07-04,Approved,37.0,Married,Male,Own,Employee,Civil Service,Full-Time,186.0,4.0,Debt Consolidation,4243.52,True,0,0,0,0,4243.52,8.35338401814713,186.0,0,Established,1,588.0,D,166.328125,0.0,-34.39130434782608,11.637898798087376,0
CONT100845,C302105152,Unsecured Personal Loan,2018-08-29,2020-06-30,22.0,4968.53,4968.53,3569.583333333333,2500.82,0.0,0.0,0.0,0.0,12.0,0,2018-07-16,Approved,22.0,Unmarried,Female,Family,Employee,Business Process Outsourcing,Full-Time,14.0,1.0,Other,1544.35,False,0,0,0,0,1544.35,7.343005700892993,14.0,0,Young,1,,,153.10130434782607,0.0,-6.08522727272728,3.2073429991066056,0
CONT100846,C302104762,Unsecured Personal Loan,2018-07-22,2024-07-22,72.0,67019.65,67019.65,63130.77923076923,58933.01,1094.26,105.4946153846154,10.0,2.230769230769231,13.0,0,2018-07-09,Approved,56.0,Divorced,Male,Own,Professional,Civil Service,Full-Time,207.0,0.0,Debt Consolidation,4552.93,False,0,0,0,0,4552.93,8.42374587540322,207.0,0,Senior,0,632.0,C,767.490625,0.0,39.63096774193544,5.062706500228992,0
CONT100847,C302106974,Unsecured Personal Loan,,2023-05-13,48.0,37961.99,37961.99,37202.5625,36438.62,0.0,0.0,0.0,0.0,4.0,0,,Approved,35.0,Unmarried,Male,Rent,Employee,Unknown,Full-Time,100.0,1.0,Other,2770.03,True,1,0,1,1,2770.03,7.92697437122083,100.0,0,Established,1,658.0,B,2238.734693877551,0.0,159.1293478260869,1.3113813439069668,0
CONT100847,C302106974,Unsecured Personal Loan,,2023-05-13,48.0,37961.99,37961.99,37202.5625,36438.62,0.0,0.0,0.0,0.0,4.0,0,,Approved,35.0,Unmarried,Male,Rent,Employee,Unknown,Full-Time,100.0,1.0,Other,2770.03,True,1,0,1,1,2770.03,7.92697437122083,100.0,0,Established,1,646.0,C,2238.734693877551,0.0,159.1293478260869,1.3113813439069668,0
CONT100848,C302104989,Unsecured Personal Loan,2018-08-15,2023-08-30,60.0,19746.78,19746.78,18623.9175,17294.07,474.09,130.0625,17.0,2.1666666666666665,12.0,0,2018-07-19,Approved,30.0,Unmarried,Male,Other,Service and Sales Worker,Civil Service,Full-Time,129.0,1.0,Home Improvement,205626491.98,True,0,0,0,0,17503.945400000015,9.770238714275076,129.0,0,Emerging,1,674.0,B,656.1949999999999,0.0,39.62677419354835,2.5481612330296137,0
CONT100849,C302104893,Unsecured Personal Loan,2018-08-07,2024-08-07,72.0,124241.5,124241.5,118506.64083333332,115287.17,0.0,0.0,0.0,0.0,12.0,0,2018-07-17,Approved,39.0,Married,Male,Other,Armed Forces Occupation,Civil Service,Full-Time,204.0,0.0,Debt Consolidation,5629.48,False,0,0,0,0,5629.48,8.635949975048362,204.0,0,Established,0,,,2743.2559375,0.0,185.3803333333332,2.084226403955897,0
CONT100850,C302104807,Unsecured Personal Loan,2018-07-26,2024-07-28,72.0,86969.05,86969.05,82540.42461538462,79891.18,0.0,0.0,0.0,0.0,13.0,0,2018-07-17,Approved,39.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,180.0,0.0,Debt Consolidation,5093.18,True,0,0,0,0,5093.18,8.535853990604156,180.0,0,Established,0,,,1455.228857142857,0.0,9.75969696969703,1.9702899217129477,0
CONT100851,C302105061,Unsecured Personal Loan,2018-08-22,2023-08-22,60.0,63979.77,63979.77,59921.35916666667,55620.8,0.0,0.0,0.0,0.0,12.0,0,2018-07-22,Approved,39.0,Married,Male,Family,Professional,Civil Service,Full-Time,48.0,0.0,Debt Consolidation,6075.18,False,0,0,0,0,6075.18,8.712131488029986,48.0,0,Established,0,250.0,E,908.2521875,0.0,101.13033333333331,3.154008147199694,0
CONT100852,C302104755,Unsecured Personal Loan,2018-07-22,2022-08-15,48.0,34505.32,34505.32,29424.958,0.0,0.0,0.0,0.0,0.0,10.0,0,2018-07-12,Approved,33.0,Unmarried,Female,Rent,Officer,Civil Service,Full-Time,20.0,2.0,Debt Consolidation,3074.39,False,0,0,0,0,3074.39,8.031187001466758,20.0,0,Emerging,1,526.0,E,1359.3725925925926,0.0,-93.22269230769227,7.046452378677725,0
CONT100853,C302106078,Unsecured Personal Loan,2018-11-12,2024-11-12,72.0,34607.41,34607.41,34336.20111111112,34302.3,5931.56,2788.45,233.0,106.33333333333331,9.0,1,2018-10-30,Approved,31.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,118.0,0.0,Debt Consolidation,1876.04,True,0,0,0,0,1876.04,7.537451346961466,118.0,0,Emerging,0,566.0,D,52.64322580645162,0.0,0.3360714285714254,1.9545431046289068,0
CONT100854,C302105523,Unsecured Personal Loan,2018-09-26,2022-09-26,48.0,13372.5,13372.5,12745.785454545454,12427.15,2507.01,891.9,159.0,49.09090909090909,11.0,1,2018-09-13,Approved,30.0,Other,Male,Family,Employee,Other,Full-Time,22.0,1.0,Other,1524.03,False,0,0,0,0,1524.03,7.329769360979165,22.0,0,Emerging,1,529.0,E,199.01263157894738,0.0,-10.169714285714269,2.986081457570562,0
CONT100855,C302105503,Unsecured Personal Loan,2018-09-25,2024-09-25,72.0,37079.37,37079.37,35218.774545454544,33320.54,0.0,0.0,0.0,0.0,11.0,0,2018-09-16,Approved,32.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,116.0,0.0,Other,5377.64,True,0,0,0,0,5377.64,8.590190833095443,116.0,0,Emerging,0,662.0,B,881.7246774193549,0.0,26.532758620689677,1.9130356650441909,0
CONT100856,C302104787,Unsecured Personal Loan,2018-07-25,2021-10-25,39.0,8621.01,8621.01,6925.061666666667,0.0,0.0,0.0,0.0,0.0,6.0,0,2018-07-04,Approved,36.0,Unmarried,Male,Rent,Service and Sales Worker,Unknown,Full-Time,105.0,0.0,Other,1900.76,False,0,0,1,0,1900.76,7.550535052178295,105.0,0,Established,0,627.0,C,676.7350000000001,0.0,0.760909090909081,2.210405637993848,0
CONT100857,C302104809,Unsecured Personal Loan,2018-07-26,2024-07-26,72.0,75039.18,75039.18,74456.95846153845,74408.44,18401.59,8386.416923076922,341.0,147.46153846153845,13.0,1,2018-07-15,Approved,28.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,108.0,1.0,Debt Consolidation,3648.44,False,0,0,0,0,3648.44,8.202329010148237,108.0,0,Emerging,1,250.0,E,1915.1811538461538,0.0,2.5799999999999623,4.205599636921693,0
CONT100858,C302105160,Unsecured Personal Loan,2018-08-30,2024-08-30,72.0,20194.0,20194.0,19179.74,18110.86,0.0,0.0,0.0,0.0,12.0,0,2018-07-11,Customer Cancellation,27.0,Married,Male,Rent,Service and Sales Worker,Tourism,Full-Time,96.0,0.0,Other,1317.7,False,0,0,0,0,1317.7,7.184401681813653,96.0,0,Emerging,0,664.0,B,1122.5523404255318,0.0,42.036888888888825,1.2444018174779041,0
CONT100858,C302105160,Unsecured Personal Loan,2018-08-30,2024-08-30,72.0,20194.0,20194.0,19179.74,18110.86,0.0,0.0,0.0,0.0,12.0,0,2018-07-11,Customer Cancellation,27.0,Married,Male,Rent,Service and Sales Worker,Tourism,Full-Time,96.0,0.0,Other,1317.7,False,0,0,0,0,1317.7,7.184401681813653,96.0,0,Emerging,0,657.0,B,1122.5523404255318,0.0,42.036888888888825,1.2444018174779041,0
CONT100859,C302104832,Unsecured Personal Loan,2018-07-29,2022-07-31,48.0,32001.64,32001.64,29135.13692307692,25153.93,2717.63,701.5053846153846,93.0,17.307692307692307,13.0,1,2018-07-15,Approved,25.0,Unmarried,Female,Own,Semi-Professional,Civil Service,Contract,10.0,0.0,Debt Consolidation,4406.21,True,0,0,0,0,4406.21,8.390997115170272,10.0,0,Emerging,0,250.0,E,231.8319230769231,0.0,-38.07760000000007,3.108918079028449,0
CONT100860,C302104925,Unsecured Personal Loan,2018-08-09,2023-08-09,60.0,74571.63,74571.63,69285.45583333333,63758.52,0.0,0.0,0.0,0.0,12.0,0,2018-07-18,Approved,43.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,212.0,0.0,Debt Consolidation,4814.96,True,0,0,0,0,4814.96,8.479690681306325,212.0,0,Established,0,250.0,E,1162.7196774193549,0.0,84.44206896551742,2.958917373942611,0
CONT100861,C302104850,Unsecured Personal Loan,2018-07-30,2024-09-30,74.0,70483.54,70483.54,67812.7876923077,65003.4,2850.48,829.1892307692307,33.0,5.538461538461538,13.0,0,2018-07-16,Approved,39.0,Unmarried,Male,Rent,Armed Forces Occupation,Civil Service,Full-Time,199.0,2.0,Debt Consolidation,3642.42,True,0,0,0,0,3642.42,8.200678079959715,199.0,0,Established,1,250.0,E,1290.3897916666667,0.0,-22.981521739130518,3.751850075957101,0
CONT100862,C302104966,Unsecured Personal Loan,2018-08-13,2024-08-13,72.0,50154.28,50154.28,47759.84916666666,45008.46,2271.23,283.4175,49.0,5.666666666666667,12.0,0,2018-07-17,Approved,48.0,Married,Male,Own,Professional,Civil Service,Full-Time,36.0,3.0,Debt Consolidation,4735.31,True,0,0,0,0,4735.31,8.463013630502767,36.0,0,Established,1,594.0,D,919.4946153846154,0.0,114.36125000000006,2.0053001459864355,0
CONT100863,C302104833,Unsecured Personal Loan,2018-07-29,2024-07-30,72.0,29213.36,29213.36,27582.25153846154,25835.4,0.0,0.0,0.0,0.0,13.0,0,2018-07-17,Approved,24.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,37.0,1.0,Other,3242.35,False,0,0,0,0,3242.35,8.084362025244884,37.0,0,Young,1,643.0,C,844.9525,0.0,32.43290322580646,1.7712715738764548,0
CONT100864,C302105326,Unsecured Personal Loan,2018-09-12,2024-09-12,72.0,29620.73,29620.73,23385.482,0.0,0.0,0.0,0.0,0.0,5.0,0,2018-08-08,Approved,27.0,Unmarried,Male,Family,Officer,Unknown,Full-Time,103.0,1.0,Debt Consolidation,3974.65,True,0,0,1,0,3974.65,8.287943535732744,103.0,0,Emerging,1,628.0,C,128.575,0.0,-14.327843137254858,2.910706741962388,0
CONT100865,C302105249,Unsecured Personal Loan,2018-09-06,2022-09-06,48.0,56045.32,56045.32,52229.32545454545,48475.08,2582.42,1279.1518181818185,70.0,31.363636363636363,11.0,1,2018-08-22,Approved,44.0,Married,Female,Rent,Professional,Civil Service,Full-Time,168.0,2.0,Debt Consolidation,3122.42,True,0,0,0,0,3122.42,8.046683834311724,168.0,0,Established,1,250.0,E,160.5248387096774,0.0,35.63101694915258,3.0152386796824557,0
CONT100866,C302105052,Unsecured Personal Loan,2018-08-21,2023-08-28,60.0,17069.17,17069.17,15858.581666666663,14593.65,0.0,0.0,0.0,0.0,12.0,0,2018-08-05,Approved,25.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,33.0,1.0,Other,2875.12,True,0,0,0,0,2875.12,7.964197442588014,33.0,0,Emerging,1,590.0,D,840.85,0.0,43.87622222222225,1.9353674023223342,0
CONT100867,C302104886,Unsecured Personal Loan,2018-08-05,2024-08-05,72.0,37201.76,37201.76,35540.284166666665,33405.79,860.07,358.99916666666667,27.0,17.833333333333332,12.0,0,2018-07-22,Approved,28.0,Married,Male,Family,Employee,Civil Service,Full-Time,84.0,1.0,Debt Consolidation,4067.13,True,0,0,0,0,4067.13,8.310938713393341,84.0,0,Emerging,1,602.0,D,1046.7626923076923,0.0,10.833750000000128,2.851597291838352,0
CONT100868,C302104728,Unsecured Personal Loan,2018-07-19,2023-07-30,60.0,9873.39,9873.39,9316.881538461535,8980.02,0.0,0.0,0.0,0.0,13.0,0,2018-07-05,Approved,32.0,Married,Male,Own,Employee,Food & Beverage Services,Contract,53.0,1.0,Home Improvement,960.14,False,0,0,0,0,960.14,6.868120079941447,53.0,0,Emerging,1,,,406.134375,0.0,46.50193548387095,1.7759588864404885,0
CONT100869,C302104812,Unsecured Personal Loan,2018-07-26,2024-07-30,72.0,79139.41,79139.41,74511.08615384615,69580.63,0.0,0.0,0.0,0.0,13.0,0,2018-07-03,Approved,36.0,Married,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,184.0,0.0,Debt Consolidation,4714.65,False,0,0,0,0,4714.65,8.458642043466348,184.0,0,Established,0,,,1164.6839534883723,0.0,61.02307692307688,1.305931628239625,0
CONT100870,C302104860,Unsecured Personal Loan,2018-07-31,2023-07-31,60.0,58006.17,58006.17,54454.626923076925,51844.71,1705.49,634.47,32.0,5.307692307692308,13.0,0,2018-07-16,Approved,30.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,72.0,1.0,Debt Consolidation,3325.15,True,0,0,0,0,3325.15,8.109570757954213,72.0,0,Emerging,1,613.0,C,331.5607692307692,0.0,-6.124594594594671,6.642757538349492,0
CONT100870,C302104860,Unsecured Personal Loan,2018-07-31,2023-07-31,60.0,58006.17,58006.17,54454.626923076925,51844.71,1705.49,634.47,32.0,5.307692307692308,13.0,0,2018-07-16,Approved,30.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,72.0,1.0,Debt Consolidation,3325.15,True,0,0,0,0,3325.15,8.109570757954213,72.0,0,Emerging,1,567.0,D,331.5607692307692,0.0,-6.124594594594671,6.642757538349492,0
CONT100871,C302104843,Unsecured Personal Loan,2018-07-30,2023-07-30,60.0,43376.32,45664.43,42399.20307692308,40220.12,0.0,0.0,0.0,0.0,13.0,0,2018-07-18,Approved,33.0,Unmarried,Female,Family,Semi-Professional,Education,Full-Time,22.0,1.0,Debt Consolidation,2580.55,True,0,0,0,0,2580.55,7.856145272716292,22.0,0,Emerging,1,604.0,D,1119.6790625,0.0,-16.846451612903213,4.622534766403059,0
CONT100872,C302104696,Unsecured Personal Loan,2018-07-17,2022-07-17,48.0,16412.66,17252.66,15663.12846153846,13934.54,0.0,0.0,0.0,0.0,13.0,0,2018-07-04,Approved,32.0,Unmarried,Male,Rent,Clerical Support Worker,Private Security Services,Contract,24.0,2.0,Home Improvement,2045.2,False,0,0,0,0,2045.2,7.623739693444839,24.0,0,Emerging,1,,,1030.61375,0.0,-12.048064516129033,1.4098719898976977,0
CONT100873,C302104771,Unsecured Personal Loan,2018-07-23,2024-07-25,72.0,74051.82,74051.82,69936.64,65128.65,1577.56,406.09615384615387,7.0,2.0,13.0,0,2018-07-10,Approved,25.0,Unmarried,Male,Rent,Officer,Civil Service,Full-Time,65.0,0.0,Debt Consolidation,3325.15,False,0,0,0,0,3325.15,8.109570757954213,65.0,0,Emerging,0,642.0,C,2976.5750000000003,0.0,30.043548387096802,2.077319638943913,0
CONT100874,C302104769,Unsecured Personal Loan,2018-07-23,2022-07-24,48.0,59151.98,59151.98,54011.21846153846,49672.36,1657.96,636.6861538461538,19.0,5.384615384615385,13.0,0,2018-07-13,Approved,30.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,54.0,0.0,Debt Consolidation,3360.59,True,0,0,0,0,3360.59,8.120169355312393,54.0,0,Emerging,0,561.0,D,687.67,0.0,-93.2025806451614,7.026485851782615,0
CONT100875,C302104722,Unsecured Personal Loan,2018-07-18,2024-07-18,72.0,65650.64,69887.74,66119.0046153846,63512.61,0.0,0.0,0.0,0.0,13.0,0,2018-07-07,Approved,49.0,Divorced,Female,Own,Armed Forces Occupation,Civil Service,Full-Time,247.0,1.0,Other,5650.57,True,0,0,0,0,5650.57,8.639688661646266,247.0,0,Established,1,712.0,A,1597.8175,0.0,78.95935483870971,2.7043361759818336,0
